question_id,subject_id,difficulty,question,option1,option2,option3,option4,correct_option,explanation,topic,marks
CN_029,5,Beginner,[Beginner Q-029] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Kruskal's Algorithm,Floyd-Warshall Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,option3,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_030,5,Beginner,[Beginner Q-030] What is the primary functional responsibility of the Domain Name System (DNS)?,To allocate IP addresses dynamically to client systems.,To translate domain names into matching IP addresses.,To filter unauthorized packets.,To establish encrypted tunnels over networks.,option2,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_031,5,Beginner,[Beginner Q-031] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Physical Layer,Data Link Layer,Transport Layer,Network Layer,option2,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_032,5,Beginner,"[Beginner Q-032] Which transport layer protocol guarantees connection-oriented, reliable transmission?",TCP,UDP,ICMP,IP,option1,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_033,5,Beginner,[Beginner Q-033] What is the explicit total bit length of an IPv6 address layout?,256 bits,64 bits,32 bits,128 bits,option4,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_034,5,Beginner,[Beginner Q-034] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Kruskal's Algorithm,Floyd-Warshall Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,option3,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_035,5,Beginner,[Beginner Q-035] What is the primary functional responsibility of the Domain Name System (DNS)?,To allocate IP addresses dynamically to client systems.,To establish encrypted tunnels over networks.,To filter unauthorized packets.,To translate domain names into matching IP addresses.,option4,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_036,5,Beginner,[Beginner Q-036] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Network Layer,Physical Layer,Data Link Layer,Transport Layer,option3,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_037,5,Beginner,"[Beginner Q-037] Which transport layer protocol guarantees connection-oriented, reliable transmission?",UDP,ICMP,TCP,IP,option3,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_038,5,Beginner,[Beginner Q-038] What is the explicit total bit length of an IPv6 address layout?,32 bits,128 bits,256 bits,64 bits,option2,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_039,5,Beginner,[Beginner Q-039] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Kruskal's Algorithm,Floyd-Warshall Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,option3,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_040,5,Beginner,[Beginner Q-040] What is the primary functional responsibility of the Domain Name System (DNS)?,To establish encrypted tunnels over networks.,To translate domain names into matching IP addresses.,To filter unauthorized packets.,To allocate IP addresses dynamically to client systems.,option2,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_041,5,Beginner,[Beginner Q-041] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Data Link Layer,Transport Layer,Network Layer,Physical Layer,option1,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_042,5,Beginner,"[Beginner Q-042] Which transport layer protocol guarantees connection-oriented, reliable transmission?",TCP,IP,ICMP,UDP,option1,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_043,5,Beginner,[Beginner Q-043] What is the explicit total bit length of an IPv6 address layout?,64 bits,32 bits,128 bits,256 bits,option3,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_044,5,Beginner,[Beginner Q-044] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Kruskal's Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Floyd-Warshall Algorithm,option2,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_045,5,Beginner,[Beginner Q-045] What is the primary functional responsibility of the Domain Name System (DNS)?,To establish encrypted tunnels over networks.,To translate domain names into matching IP addresses.,To allocate IP addresses dynamically to client systems.,To filter unauthorized packets.,option2,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_046,5,Beginner,[Beginner Q-046] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Physical Layer,Network Layer,Transport Layer,Data Link Layer,option4,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_047,5,Beginner,"[Beginner Q-047] Which transport layer protocol guarantees connection-oriented, reliable transmission?",UDP,TCP,IP,ICMP,option2,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_048,5,Beginner,[Beginner Q-048] What is the explicit total bit length of an IPv6 address layout?,64 bits,128 bits,256 bits,32 bits,option2,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_049,5,Beginner,[Beginner Q-049] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Dijkstra's Algorithm,Kruskal's Algorithm,Floyd-Warshall Algorithm,Bellman-Ford Algorithm,option1,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_050,5,Beginner,[Beginner Q-050] What is the primary functional responsibility of the Domain Name System (DNS)?,To allocate IP addresses dynamically to client systems.,To filter unauthorized packets.,To translate domain names into matching IP addresses.,To establish encrypted tunnels over networks.,option3,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_051,5,Beginner,[Beginner Q-051] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Data Link Layer,Physical Layer,Network Layer,Transport Layer,option1,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_052,5,Beginner,"[Beginner Q-052] Which transport layer protocol guarantees connection-oriented, reliable transmission?",UDP,IP,TCP,ICMP,option3,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_053,5,Beginner,[Beginner Q-053] What is the explicit total bit length of an IPv6 address layout?,64 bits,128 bits,256 bits,32 bits,option2,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_054,5,Beginner,[Beginner Q-054] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Dijkstra's Algorithm,Kruskal's Algorithm,Bellman-Ford Algorithm,Floyd-Warshall Algorithm,option1,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_055,5,Beginner,[Beginner Q-055] What is the primary functional responsibility of the Domain Name System (DNS)?,To filter unauthorized packets.,To allocate IP addresses dynamically to client systems.,To translate domain names into matching IP addresses.,To establish encrypted tunnels over networks.,option3,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_056,5,Beginner,[Beginner Q-056] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Network Layer,Physical Layer,Data Link Layer,Transport Layer,option3,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_057,5,Beginner,"[Beginner Q-057] Which transport layer protocol guarantees connection-oriented, reliable transmission?",ICMP,IP,TCP,UDP,option3,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_058,5,Beginner,[Beginner Q-058] What is the explicit total bit length of an IPv6 address layout?,64 bits,32 bits,256 bits,128 bits,option4,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_059,5,Beginner,[Beginner Q-059] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Bellman-Ford Algorithm,Floyd-Warshall Algorithm,Dijkstra's Algorithm,Kruskal's Algorithm,option3,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_060,5,Beginner,[Beginner Q-060] What is the primary functional responsibility of the Domain Name System (DNS)?,To filter unauthorized packets.,To translate domain names into matching IP addresses.,To allocate IP addresses dynamically to client systems.,To establish encrypted tunnels over networks.,option2,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_061,5,Beginner,[Beginner Q-061] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Network Layer,Data Link Layer,Transport Layer,Physical Layer,option2,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_062,5,Beginner,"[Beginner Q-062] Which transport layer protocol guarantees connection-oriented, reliable transmission?",UDP,TCP,ICMP,IP,option2,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_063,5,Beginner,[Beginner Q-063] What is the explicit total bit length of an IPv6 address layout?,256 bits,128 bits,32 bits,64 bits,option2,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_064,5,Beginner,[Beginner Q-064] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Kruskal's Algorithm,Floyd-Warshall Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,option3,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_065,5,Beginner,[Beginner Q-065] What is the primary functional responsibility of the Domain Name System (DNS)?,To allocate IP addresses dynamically to client systems.,To establish encrypted tunnels over networks.,To filter unauthorized packets.,To translate domain names into matching IP addresses.,option4,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_066,5,Beginner,[Beginner Q-066] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Network Layer,Physical Layer,Transport Layer,Data Link Layer,option4,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_067,5,Beginner,"[Beginner Q-067] Which transport layer protocol guarantees connection-oriented, reliable transmission?",TCP,ICMP,IP,UDP,option1,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_068,5,Beginner,[Beginner Q-068] What is the explicit total bit length of an IPv6 address layout?,256 bits,64 bits,32 bits,128 bits,option4,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_069,5,Beginner,[Beginner Q-069] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Floyd-Warshall Algorithm,Bellman-Ford Algorithm,Kruskal's Algorithm,Dijkstra's Algorithm,option4,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_070,5,Beginner,[Beginner Q-070] What is the primary functional responsibility of the Domain Name System (DNS)?,To filter unauthorized packets.,To allocate IP addresses dynamically to client systems.,To establish encrypted tunnels over networks.,To translate domain names into matching IP addresses.,option4,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_071,5,Beginner,[Beginner Q-071] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Physical Layer,Transport Layer,Network Layer,Data Link Layer,option4,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_072,5,Beginner,"[Beginner Q-072] Which transport layer protocol guarantees connection-oriented, reliable transmission?",UDP,TCP,ICMP,IP,option2,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_073,5,Beginner,[Beginner Q-073] What is the explicit total bit length of an IPv6 address layout?,64 bits,128 bits,32 bits,256 bits,option2,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_074,5,Beginner,[Beginner Q-074] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Bellman-Ford Algorithm,Floyd-Warshall Algorithm,Dijkstra's Algorithm,Kruskal's Algorithm,option3,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_075,5,Beginner,[Beginner Q-075] What is the primary functional responsibility of the Domain Name System (DNS)?,To filter unauthorized packets.,To establish encrypted tunnels over networks.,To allocate IP addresses dynamically to client systems.,To translate domain names into matching IP addresses.,option4,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_076,5,Beginner,[Beginner Q-076] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Transport Layer,Data Link Layer,Network Layer,Physical Layer,option2,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_077,5,Beginner,"[Beginner Q-077] Which transport layer protocol guarantees connection-oriented, reliable transmission?",TCP,ICMP,IP,UDP,option1,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_078,5,Beginner,[Beginner Q-078] What is the explicit total bit length of an IPv6 address layout?,128 bits,64 bits,256 bits,32 bits,option1,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_079,5,Beginner,[Beginner Q-079] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Bellman-Ford Algorithm,Dijkstra's Algorithm,Floyd-Warshall Algorithm,Kruskal's Algorithm,option2,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_080,5,Beginner,[Beginner Q-080] What is the primary functional responsibility of the Domain Name System (DNS)?,To filter unauthorized packets.,To establish encrypted tunnels over networks.,To allocate IP addresses dynamically to client systems.,To translate domain names into matching IP addresses.,option4,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_081,5,Intermediate,[Intermediate Q-081] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Transport Layer,Network Layer,Data Link Layer,Physical Layer,option3,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_082,5,Intermediate,"[Intermediate Q-082] Which transport layer protocol guarantees connection-oriented, reliable transmission?",TCP,ICMP,IP,UDP,option1,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_083,5,Intermediate,[Intermediate Q-083] What is the explicit total bit length of an IPv6 address layout?,32 bits,64 bits,128 bits,256 bits,option3,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_084,5,Intermediate,[Intermediate Q-084] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Bellman-Ford Algorithm,Kruskal's Algorithm,Floyd-Warshall Algorithm,Dijkstra's Algorithm,option4,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_085,5,Intermediate,[Intermediate Q-085] What is the primary functional responsibility of the Domain Name System (DNS)?,To allocate IP addresses dynamically to client systems.,To establish encrypted tunnels over networks.,To filter unauthorized packets.,To translate domain names into matching IP addresses.,option4,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_086,5,Intermediate,[Intermediate Q-086] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Network Layer,Transport Layer,Physical Layer,Data Link Layer,option4,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_087,5,Intermediate,"[Intermediate Q-087] Which transport layer protocol guarantees connection-oriented, reliable transmission?",ICMP,UDP,IP,TCP,option4,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_088,5,Intermediate,[Intermediate Q-088] What is the explicit total bit length of an IPv6 address layout?,256 bits,64 bits,32 bits,128 bits,option4,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_089,5,Intermediate,[Intermediate Q-089] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Floyd-Warshall Algorithm,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's Algorithm,option4,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_090,5,Intermediate,[Intermediate Q-090] What is the primary functional responsibility of the Domain Name System (DNS)?,To translate domain names into matching IP addresses.,To allocate IP addresses dynamically to client systems.,To filter unauthorized packets.,To establish encrypted tunnels over networks.,option1,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_091,5,Intermediate,[Intermediate Q-091] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Network Layer,Transport Layer,Data Link Layer,Physical Layer,option3,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_092,5,Intermediate,"[Intermediate Q-092] Which transport layer protocol guarantees connection-oriented, reliable transmission?",TCP,IP,ICMP,UDP,option1,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_093,5,Intermediate,[Intermediate Q-093] What is the explicit total bit length of an IPv6 address layout?,128 bits,64 bits,32 bits,256 bits,option1,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_094,5,Intermediate,[Intermediate Q-094] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Bellman-Ford Algorithm,Kruskal's Algorithm,Dijkstra's Algorithm,Floyd-Warshall Algorithm,option3,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_095,5,Intermediate,[Intermediate Q-095] What is the primary functional responsibility of the Domain Name System (DNS)?,To allocate IP addresses dynamically to client systems.,To establish encrypted tunnels over networks.,To translate domain names into matching IP addresses.,To filter unauthorized packets.,option3,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_096,5,Intermediate,[Intermediate Q-096] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Transport Layer,Data Link Layer,Physical Layer,Network Layer,option2,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_097,5,Intermediate,"[Intermediate Q-097] Which transport layer protocol guarantees connection-oriented, reliable transmission?",UDP,TCP,ICMP,IP,option2,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
CN_098,5,Intermediate,[Intermediate Q-098] What is the explicit total bit length of an IPv6 address layout?,32 bits,128 bits,64 bits,256 bits,option2,Verified evaluation concept for Network Layer - IPv6 Size confirming '128 bits' as correct.,Network Layer,1
CN_099,5,Intermediate,[Intermediate Q-099] Which algorithm is structurally utilized by Link-State routing protocols like OSPF?,Kruskal's Algorithm,Bellman-Ford Algorithm,Floyd-Warshall Algorithm,Dijkstra's Algorithm,option4,Verified evaluation concept for Routing - Algorithms confirming 'Dijkstra's Algorithm' as correct.,Routing,1
CN_100,5,Intermediate,[Intermediate Q-100] What is the primary functional responsibility of the Domain Name System (DNS)?,To translate domain names into matching IP addresses.,To filter unauthorized packets.,To establish encrypted tunnels over networks.,To allocate IP addresses dynamically to client systems.,option1,Verified evaluation concept for Application Layer - DNS confirming 'To translate domain names into matching IP addresses.' as correct.,Application Layer,1
CN_101,5,Intermediate,[Intermediate Q-101] Which OSI layer is responsible for frame delivery and physical node-to-node links?,Transport Layer,Network Layer,Data Link Layer,Physical Layer,option3,Verified evaluation concept for Network Models - OSI Layers confirming 'Data Link Layer' as correct.,Network Models,1
CN_102,5,Intermediate,"[Intermediate Q-102] Which transport layer protocol guarantees connection-oriented, reliable transmission?",IP,TCP,ICMP,UDP,option2,Verified evaluation concept for Network Models - TCP vs UDP confirming 'TCP' as correct.,Network Models,1
