student_id,subject_id,assessment_score,quiz_score,quiz_percentage,time_taken,current_level,next_level
100,1,10,2,20,414,Beginner,Beginner
101,4,1,10,100,128,Intermediate,Advanced
102,1,6,3,30,526,Intermediate,Beginner
103,4,2,1,10,450,Beginner,Beginner
104,2,1,5,50,231,Beginner,Beginner
105,1,2,3,30,415,Beginner,Beginner
106,5,6,1,10,387,Beginner,Beginner
107,3,4,8,80,181,Beginner,Intermediate
108,4,6,6,60,323,Intermediate,Intermediate
109,3,9,9,90,192,Intermediate,Advanced
110,3,10,3,30,339,Intermediate,Beginner
111,1,10,9,90,254,Intermediate,Intermediate
112,3,8,9,90,136,Beginner,Intermediate
113,5,1,1,10,418,Intermediate,Beginner
114,3,8,3,30,323,Beginner,Beginner
115,1,9,6,60,221,Beginner,Beginner
116,5,6,8,80,211,Beginner,Intermediate
117,2,10,4,40,460,Advanced,Intermediate
118,3,5,5,50,368,Beginner,Beginner
119,1,6,9,90,236,Advanced,Advanced
120,2,6,6,60,421,Beginner,Beginner
121,2,9,7,70,272,Intermediate,Intermediate
122,4,4,7,70,265,Advanced,Advanced
123,5,2,4,40,344,Beginner,Beginner
124,3,9,4,40,564,Beginner,Beginner
125,1,2,4,40,561,Advanced,Intermediate
126,4,10,5,50,270,Intermediate,Intermediate
127,5,9,5,50,338,Beginner,Beginner
128,4,2,8,80,154,Beginner,Intermediate
129,5,8,9,90,201,Advanced,Advanced
130,5,9,2,20,496,Advanced,Intermediate
131,3,10,7,70,244,Intermediate,Intermediate
132,5,9,1,10,501,Beginner,Beginner
133,4,10,1,10,572,Advanced,Intermediate
134,5,9,4,40,335,Beginner,Beginner
135,3,2,10,100,215,Intermediate,Advanced
136,3,4,7,70,240,Intermediate,Intermediate
137,4,7,2,20,317,Beginner,Beginner
138,2,2,2,20,487,Intermediate,Beginner
139,2,1,1,10,556,Advanced,Intermediate
140,5,3,10,100,261,Advanced,Advanced
141,1,4,2,20,435,Beginner,Beginner
142,5,8,7,70,413,Beginner,Intermediate
143,4,6,9,90,170,Beginner,Intermediate
144,4,2,6,60,298,Beginner,Beginner
145,4,9,10,100,155,Intermediate,Advanced
146,4,2,2,20,361,Intermediate,Beginner
147,4,5,10,100,248,Beginner,Intermediate
148,3,4,10,100,204,Beginner,Intermediate
149,2,7,9,90,161,Beginner,Intermediate
150,4,8,7,70,220,Intermediate,Intermediate
151,1,5,1,10,511,Intermediate,Beginner
152,1,10,9,90,173,Intermediate,Advanced
153,1,5,2,20,474,Intermediate,Beginner
154,1,2,4,40,399,Intermediate,Beginner
155,3,8,9,90,158,Intermediate,Advanced
156,1,2,4,40,562,Beginner,Beginner
157,4,10,3,30,449,Intermediate,Beginner
158,5,6,1,10,420,Beginner,Beginner
159,1,8,7,70,397,Beginner,Intermediate
160,3,6,6,60,264,Advanced,Advanced
161,3,4,10,100,193,Beginner,Intermediate
162,1,4,4,40,419,Intermediate,Beginner
163,5,6,6,60,291,Intermediate,Intermediate
164,1,4,6,60,438,Beginner,Beginner
165,3,8,4,40,422,Beginner,Beginner
166,2,9,6,60,337,Intermediate,Intermediate
167,4,1,10,100,194,Beginner,Intermediate
168,3,4,8,80,125,Beginner,Intermediate
169,1,4,3,30,320,Advanced,Intermediate
170,4,2,4,40,489,Intermediate,Beginner
171,1,6,10,100,266,Beginner,Intermediate
172,1,3,1,10,402,Beginner,Beginner
173,2,7,4,40,398,Intermediate,Beginner
174,4,5,10,100,181,Beginner,Intermediate
175,4,4,10,100,226,Beginner,Intermediate
176,2,5,9,90,202,Intermediate,Advanced
177,3,8,8,80,271,Beginner,Intermediate
178,1,3,4,40,355,Intermediate,Beginner
179,5,7,7,70,409,Intermediate,Intermediate
180,1,6,10,100,141,Beginner,Intermediate
181,1,1,3,30,367,Beginner,Beginner
182,3,7,9,90,129,Intermediate,Advanced
183,1,7,10,100,185,Intermediate,Advanced
184,2,1,4,40,563,Beginner,Beginner
185,2,9,2,20,524,Beginner,Beginner
186,4,6,10,100,242,Advanced,Advanced
187,5,2,5,50,257,Beginner,Beginner
188,1,5,2,20,422,Advanced,Intermediate
189,1,4,10,100,181,Beginner,Intermediate
190,3,7,6,60,375,Beginner,Beginner
191,2,8,10,100,257,Intermediate,Intermediate
192,5,1,1,10,366,Beginner,Beginner
193,4,5,6,60,356,Beginner,Beginner
194,2,3,4,40,432,Beginner,Beginner
195,4,1,3,30,439,Advanced,Intermediate
196,3,3,2,20,381,Beginner,Beginner
197,3,6,7,70,277,Intermediate,Intermediate
198,1,7,9,90,268,Intermediate,Intermediate
199,5,8,3,30,430,Intermediate,Beginner
200,4,4,6,60,288,Intermediate,Intermediate
201,2,3,9,90,208,Beginner,Intermediate
202,3,5,2,20,549,Beginner,Beginner
203,1,9,7,70,283,Beginner,Intermediate
204,1,6,5,50,396,Beginner,Beginner
205,4,9,5,50,291,Beginner,Beginner
206,3,6,7,70,236,Beginner,Beginner
207,5,2,9,90,192,Advanced,Advanced
208,3,5,4,40,459,Advanced,Intermediate
209,4,9,9,90,189,Beginner,Intermediate
210,4,8,10,100,232,Beginner,Intermediate
211,3,7,9,90,140,Beginner,Intermediate
212,4,1,4,40,434,Beginner,Beginner
213,3,4,3,30,562,Beginner,Beginner
214,2,7,2,20,410,Advanced,Intermediate
215,3,7,9,90,146,Beginner,Intermediate
216,3,6,2,20,307,Beginner,Beginner
217,4,8,6,60,420,Beginner,Beginner
218,4,6,5,50,247,Advanced,Advanced
219,1,10,5,50,426,Advanced,Advanced
220,1,3,4,40,493,Intermediate,Beginner
221,2,4,6,60,418,Intermediate,Intermediate
222,1,3,5,50,266,Beginner,Beginner
223,3,1,4,40,541,Beginner,Beginner
224,4,10,9,90,129,Intermediate,Advanced
225,1,5,6,60,333,Advanced,Advanced
226,1,1,10,100,152,Beginner,Intermediate
227,2,1,10,100,254,Beginner,Intermediate
228,2,2,10,100,250,Intermediate,Intermediate
229,3,4,3,30,569,Beginner,Beginner
230,4,6,10,100,165,Intermediate,Advanced
231,2,8,6,60,280,Beginner,Beginner
232,1,3,1,10,463,Beginner,Beginner
233,4,1,5,50,232,Intermediate,Intermediate
234,4,3,10,100,135,Advanced,Advanced
235,1,3,6,60,427,Beginner,Beginner
236,2,5,8,80,252,Beginner,Intermediate
237,1,4,9,90,157,Beginner,Intermediate
238,4,4,3,30,337,Intermediate,Beginner
239,5,9,2,20,355,Advanced,Intermediate
240,5,7,4,40,347,Beginner,Beginner
241,3,4,8,80,224,Beginner,Intermediate
242,1,3,8,80,178,Advanced,Advanced
243,1,6,3,30,376,Intermediate,Beginner
244,3,3,4,40,517,Intermediate,Beginner
245,3,6,3,30,354,Beginner,Beginner
246,3,9,10,100,174,Beginner,Intermediate
247,4,6,2,20,428,Intermediate,Beginner
248,1,4,4,40,384,Intermediate,Beginner
249,4,5,6,60,433,Intermediate,Intermediate
250,3,6,5,50,334,Beginner,Beginner
251,1,3,3,30,592,Intermediate,Beginner
252,4,8,2,20,348,Advanced,Intermediate
253,4,4,9,90,186,Advanced,Advanced
254,3,8,1,10,574,Beginner,Beginner
255,1,10,9,90,248,Intermediate,Advanced
256,3,10,1,10,328,Intermediate,Beginner
257,1,3,7,70,306,Advanced,Advanced
258,5,10,6,60,252,Advanced,Advanced
259,2,7,7,70,338,Advanced,Advanced
260,2,9,3,30,479,Advanced,Intermediate
261,2,4,3,30,450,Beginner,Beginner
262,3,8,1,10,432,Intermediate,Beginner
263,5,3,4,40,484,Intermediate,Beginner
264,1,7,2,20,433,Beginner,Beginner
265,4,3,10,100,141,Beginner,Intermediate
266,1,7,8,80,196,Beginner,Intermediate
267,4,10,3,30,503,Advanced,Intermediate
268,1,10,7,70,223,Beginner,Intermediate
269,5,6,7,70,291,Advanced,Advanced
270,4,2,9,90,278,Intermediate,Intermediate
271,3,3,6,60,384,Intermediate,Intermediate
272,1,6,1,10,427,Beginner,Beginner
273,1,4,8,80,164,Intermediate,Intermediate
274,4,6,1,10,517,Intermediate,Beginner
275,3,1,3,30,534,Beginner,Beginner
276,3,10,5,50,355,Advanced,Advanced
277,5,1,8,80,212,Intermediate,Intermediate
278,3,3,9,90,124,Beginner,Intermediate
279,3,8,7,70,375,Advanced,Advanced
280,3,8,9,90,223,Beginner,Intermediate
281,2,4,3,30,380,Intermediate,Beginner
282,5,6,5,50,306,Intermediate,Intermediate
283,1,8,10,100,256,Beginner,Intermediate
284,4,7,8,80,249,Intermediate,Intermediate
285,1,7,1,10,362,Intermediate,Beginner
286,5,4,8,80,170,Intermediate,Intermediate
287,4,9,7,70,335,Beginner,Intermediate
288,5,10,1,10,412,Beginner,Beginner
289,3,6,10,100,150,Beginner,Intermediate
290,4,3,10,100,126,Advanced,Advanced
291,3,5,6,60,377,Beginner,Beginner
292,1,5,1,10,302,Intermediate,Beginner
293,1,5,2,20,542,Advanced,Intermediate
294,4,8,5,50,275,Advanced,Advanced
295,4,9,2,20,372,Advanced,Intermediate
296,5,9,10,100,129,Advanced,Advanced
297,5,6,1,10,360,Beginner,Beginner
298,3,6,6,60,269,Beginner,Beginner
299,4,9,8,80,241,Beginner,Intermediate
300,1,4,8,80,120,Beginner,Intermediate
301,5,6,8,80,157,Intermediate,Intermediate
302,5,4,6,60,409,Beginner,Beginner
303,1,1,3,30,378,Intermediate,Beginner
304,5,7,1,10,489,Beginner,Beginner
305,3,10,2,20,483,Beginner,Beginner
306,4,6,5,50,286,Intermediate,Intermediate
307,1,9,10,100,136,Beginner,Intermediate
308,4,7,5,50,346,Intermediate,Intermediate
309,5,7,10,100,231,Advanced,Advanced
310,5,2,1,10,508,Advanced,Intermediate
311,1,9,1,10,340,Beginner,Beginner
312,3,10,9,90,259,Advanced,Advanced
313,2,9,2,20,414,Beginner,Beginner
314,1,6,7,70,319,Intermediate,Intermediate
315,2,3,10,100,236,Beginner,Intermediate
316,2,1,4,40,438,Beginner,Beginner
317,3,4,7,70,279,Advanced,Advanced
318,2,3,8,80,187,Beginner,Intermediate
319,2,1,5,50,297,Advanced,Advanced
320,3,3,1,10,593,Beginner,Beginner
321,2,4,4,40,316,Advanced,Intermediate
322,2,8,10,100,185,Advanced,Advanced
323,2,9,3,30,591,Intermediate,Beginner
324,1,3,10,100,193,Intermediate,Advanced
325,1,6,5,50,226,Intermediate,Intermediate
326,1,10,10,100,135,Advanced,Advanced
327,3,5,10,100,133,Beginner,Intermediate
328,5,6,6,60,299,Intermediate,Intermediate
329,2,4,2,20,580,Beginner,Beginner
330,2,10,7,70,324,Beginner,Intermediate
331,3,6,3,30,303,Beginner,Beginner
332,2,7,1,10,426,Intermediate,Beginner
333,1,9,10,100,175,Advanced,Advanced
334,5,10,3,30,305,Beginner,Beginner
335,4,7,9,90,248,Intermediate,Advanced
336,2,6,10,100,248,Intermediate,Advanced
337,1,1,6,60,334,Intermediate,Intermediate
338,4,2,6,60,410,Advanced,Advanced
339,5,1,4,40,494,Beginner,Beginner
340,4,9,8,80,184,Beginner,Intermediate
341,1,10,5,50,284,Beginner,Beginner
342,4,10,7,70,322,Advanced,Advanced
343,3,9,9,90,140,Advanced,Advanced
344,4,7,5,50,377,Beginner,Beginner
345,2,2,5,50,443,Beginner,Beginner
346,2,6,4,40,588,Intermediate,Beginner
347,3,4,6,60,395,Intermediate,Intermediate
348,1,1,2,20,577,Intermediate,Beginner
349,2,1,3,30,481,Advanced,Intermediate
350,5,5,1,10,303,Advanced,Intermediate
351,2,2,2,20,514,Advanced,Intermediate
352,2,4,2,20,516,Intermediate,Beginner
353,1,1,8,80,259,Beginner,Intermediate
354,4,4,8,80,193,Intermediate,Intermediate
355,2,6,2,20,526,Intermediate,Beginner
356,3,10,6,60,338,Beginner,Beginner
357,4,4,5,50,399,Beginner,Beginner
358,5,1,3,30,392,Intermediate,Beginner
359,1,7,5,50,423,Intermediate,Intermediate
360,5,2,5,50,284,Intermediate,Intermediate
361,4,9,5,50,284,Beginner,Beginner
362,4,3,3,30,309,Intermediate,Beginner
363,4,8,3,30,577,Beginner,Beginner
364,5,8,4,40,385,Intermediate,Beginner
365,4,3,7,70,245,Intermediate,Intermediate
366,5,4,2,20,517,Advanced,Intermediate
367,4,2,10,100,256,Advanced,Advanced
368,3,4,4,40,394,Intermediate,Beginner
369,4,9,4,40,543,Intermediate,Beginner
370,5,2,1,10,406,Intermediate,Beginner
371,2,3,10,100,253,Beginner,Intermediate
372,4,4,8,80,133,Intermediate,Intermediate
373,2,5,1,10,460,Intermediate,Beginner
374,3,1,8,80,190,Intermediate,Intermediate
375,1,7,7,70,371,Beginner,Intermediate
376,3,10,9,90,194,Advanced,Advanced
377,4,7,8,80,239,Beginner,Intermediate
378,2,9,5,50,434,Beginner,Beginner
379,2,4,8,80,231,Advanced,Advanced
380,5,6,10,100,170,Advanced,Advanced
381,2,2,3,30,442,Beginner,Beginner
382,5,4,10,100,155,Advanced,Advanced
383,1,2,7,70,337,Beginner,Beginner
384,4,10,4,40,466,Intermediate,Beginner
385,5,5,5,50,223,Intermediate,Intermediate
386,1,7,9,90,125,Intermediate,Advanced
387,2,1,7,70,404,Intermediate,Intermediate
388,2,10,4,40,457,Beginner,Beginner
389,1,10,6,60,329,Beginner,Beginner
390,2,7,10,100,218,Intermediate,Advanced
391,1,10,7,70,421,Beginner,Intermediate
392,5,6,10,100,241,Advanced,Advanced
393,5,6,9,90,236,Intermediate,Advanced
394,1,8,4,40,395,Beginner,Beginner
395,5,8,10,100,186,Intermediate,Advanced
396,5,6,3,30,517,Beginner,Beginner
397,5,3,8,80,134,Beginner,Intermediate
398,3,5,1,10,572,Intermediate,Beginner
399,4,2,9,90,137,Advanced,Advanced
400,2,5,1,10,446,Intermediate,Beginner
401,3,9,2,20,451,Beginner,Beginner
402,5,10,8,80,210,Intermediate,Intermediate
403,1,1,9,90,167,Beginner,Intermediate
404,5,10,7,70,377,Beginner,Intermediate
405,4,5,3,30,314,Advanced,Intermediate
406,5,6,7,70,394,Advanced,Advanced
407,1,7,6,60,342,Beginner,Beginner
408,4,9,2,20,383,Intermediate,Beginner
409,5,6,3,30,491,Advanced,Intermediate
410,4,5,10,100,160,Beginner,Intermediate
411,2,7,10,100,215,Beginner,Intermediate
412,2,1,5,50,287,Advanced,Advanced
413,5,5,10,100,124,Intermediate,Advanced
414,4,2,4,40,435,Beginner,Beginner
415,1,4,2,20,577,Beginner,Beginner
416,5,7,4,40,405,Beginner,Beginner
417,2,5,8,80,126,Intermediate,Intermediate
418,2,6,5,50,369,Advanced,Advanced
419,5,2,5,50,265,Intermediate,Intermediate
420,4,3,10,100,149,Intermediate,Advanced
421,2,7,3,30,425,Beginner,Beginner
422,4,2,8,80,220,Beginner,Intermediate
423,2,6,6,60,363,Beginner,Beginner
424,2,5,2,20,378,Advanced,Intermediate
425,3,10,2,20,366,Intermediate,Beginner
426,2,1,9,90,142,Beginner,Intermediate
427,1,10,7,70,408,Intermediate,Intermediate
428,5,4,10,100,193,Advanced,Advanced
429,5,2,9,90,124,Intermediate,Advanced
430,4,4,6,60,370,Beginner,Beginner
431,2,1,5,50,426,Beginner,Beginner
432,1,2,1,10,381,Beginner,Beginner
433,4,8,6,60,244,Advanced,Advanced
434,3,6,6,60,227,Intermediate,Intermediate
435,4,2,3,30,301,Intermediate,Beginner
436,4,6,3,30,577,Advanced,Intermediate
437,2,10,3,30,523,Advanced,Intermediate
438,3,9,3,30,371,Beginner,Beginner
439,4,7,7,70,287,Beginner,Intermediate
440,1,9,10,100,183,Intermediate,Advanced
441,1,5,2,20,393,Beginner,Beginner
442,5,7,10,100,138,Advanced,Advanced
443,3,7,10,100,247,Advanced,Advanced
444,3,3,2,20,381,Intermediate,Beginner
445,5,7,3,30,553,Beginner,Beginner
446,4,1,10,100,206,Beginner,Intermediate
447,3,9,7,70,316,Beginner,Intermediate
448,1,10,3,30,351,Advanced,Intermediate
449,1,6,7,70,394,Beginner,Beginner
450,2,5,9,90,201,Beginner,Intermediate
451,3,7,10,100,216,Beginner,Intermediate
452,4,5,4,40,414,Advanced,Intermediate
453,5,10,7,70,311,Intermediate,Intermediate
454,5,5,9,90,120,Advanced,Advanced
455,4,10,8,80,182,Advanced,Advanced
456,2,7,8,80,138,Intermediate,Intermediate
457,5,10,9,90,150,Beginner,Intermediate
458,3,7,5,50,296,Beginner,Beginner
459,2,3,5,50,340,Intermediate,Intermediate
460,3,3,3,30,323,Advanced,Intermediate
461,1,10,5,50,288,Beginner,Beginner
462,2,3,8,80,178,Beginner,Intermediate
463,5,6,5,50,333,Intermediate,Intermediate
464,2,6,4,40,459,Beginner,Beginner
465,2,3,8,80,220,Intermediate,Intermediate
466,2,3,7,70,388,Beginner,Beginner
467,2,8,6,60,231,Beginner,Beginner
468,3,8,5,50,420,Beginner,Beginner
469,1,7,5,50,338,Intermediate,Intermediate
470,4,10,10,100,258,Intermediate,Intermediate
471,2,4,2,20,396,Beginner,Beginner
472,5,4,4,40,446,Advanced,Intermediate
473,2,3,8,80,176,Beginner,Intermediate
474,5,5,8,80,161,Beginner,Intermediate
475,3,3,1,10,498,Intermediate,Beginner
476,5,8,2,20,330,Beginner,Beginner
477,4,7,5,50,399,Intermediate,Intermediate
478,1,3,9,90,121,Advanced,Advanced
479,5,9,10,100,151,Intermediate,Advanced
480,5,5,7,70,357,Intermediate,Intermediate
481,1,9,10,100,224,Intermediate,Advanced
482,4,7,5,50,355,Beginner,Beginner
483,2,7,1,10,517,Intermediate,Beginner
484,5,6,6,60,441,Beginner,Beginner
485,1,2,8,80,194,Advanced,Advanced
486,3,9,7,70,324,Beginner,Intermediate
487,1,6,2,20,426,Intermediate,Beginner
488,3,8,5,50,228,Advanced,Advanced
489,4,1,4,40,499,Advanced,Intermediate
490,2,5,9,90,134,Advanced,Advanced
491,1,1,10,100,216,Intermediate,Advanced
492,5,10,1,10,404,Beginner,Beginner
493,4,8,6,60,282,Advanced,Advanced
494,1,8,3,30,518,Beginner,Beginner
495,5,1,9,90,140,Beginner,Intermediate
496,1,9,5,50,224,Intermediate,Intermediate
497,3,2,6,60,344,Intermediate,Intermediate
498,1,9,9,90,204,Advanced,Advanced
499,1,1,9,90,232,Advanced,Advanced
500,1,10,8,80,199,Advanced,Advanced
501,4,9,9,90,235,Beginner,Intermediate
502,1,4,4,40,497,Intermediate,Beginner
503,5,9,6,60,316,Advanced,Advanced
504,3,7,5,50,240,Advanced,Advanced
505,3,6,5,50,299,Beginner,Beginner
506,1,5,4,40,338,Beginner,Beginner
507,4,9,2,20,461,Advanced,Intermediate
508,4,2,6,60,340,Beginner,Beginner
509,5,2,9,90,243,Intermediate,Advanced
510,1,9,1,10,561,Beginner,Beginner
511,3,3,7,70,413,Intermediate,Intermediate
512,4,8,6,60,435,Intermediate,Intermediate
513,1,9,3,30,348,Beginner,Beginner
514,4,8,1,10,391,Intermediate,Beginner
515,4,4,4,40,428,Beginner,Beginner
516,3,1,9,90,184,Beginner,Intermediate
517,2,4,2,20,327,Beginner,Beginner
518,5,9,3,30,447,Intermediate,Beginner
519,5,2,2,20,364,Beginner,Beginner
520,3,3,2,20,517,Intermediate,Beginner
521,4,10,10,100,170,Intermediate,Advanced
522,1,8,8,80,168,Intermediate,Intermediate
523,4,6,3,30,373,Intermediate,Beginner
524,3,8,7,70,423,Intermediate,Intermediate
525,5,7,8,80,131,Beginner,Intermediate
526,4,5,3,30,538,Intermediate,Beginner
527,5,9,2,20,380,Beginner,Beginner
528,1,4,8,80,246,Advanced,Advanced
529,5,6,3,30,569,Advanced,Intermediate
530,5,2,7,70,253,Beginner,Beginner
531,2,2,1,10,347,Intermediate,Beginner
532,2,2,6,60,280,Advanced,Advanced
533,2,10,9,90,154,Beginner,Intermediate
534,5,7,3,30,418,Intermediate,Beginner
535,3,2,7,70,284,Beginner,Beginner
536,5,2,6,60,278,Intermediate,Intermediate
537,3,9,8,80,155,Advanced,Advanced
538,3,7,3,30,551,Intermediate,Beginner
539,2,3,3,30,542,Intermediate,Beginner
540,4,3,4,40,341,Advanced,Intermediate
541,1,7,3,30,368,Intermediate,Beginner
542,2,5,9,90,266,Intermediate,Intermediate
543,2,10,4,40,406,Intermediate,Beginner
544,4,6,6,60,258,Intermediate,Intermediate
545,1,8,8,80,188,Advanced,Advanced
546,5,9,8,80,131,Advanced,Advanced
547,5,1,5,50,302,Advanced,Advanced
548,2,3,5,50,394,Intermediate,Intermediate
549,1,7,6,60,423,Beginner,Beginner
550,2,6,10,100,155,Advanced,Advanced
551,3,7,7,70,345,Intermediate,Intermediate
552,2,8,10,100,182,Advanced,Advanced
553,2,6,7,70,295,Beginner,Beginner
554,5,3,4,40,381,Advanced,Intermediate
555,5,2,6,60,270,Beginner,Beginner
556,5,7,7,70,262,Beginner,Intermediate
557,3,1,5,50,253,Intermediate,Intermediate
558,5,3,5,50,316,Intermediate,Intermediate
559,1,4,2,20,348,Beginner,Beginner
560,4,1,7,70,365,Intermediate,Intermediate
561,1,5,6,60,344,Beginner,Beginner
562,1,10,1,10,488,Beginner,Beginner
563,5,3,4,40,356,Beginner,Beginner
564,4,2,3,30,408,Advanced,Intermediate
565,4,3,3,30,304,Beginner,Beginner
566,4,8,7,70,436,Beginner,Intermediate
567,3,6,10,100,143,Intermediate,Advanced
568,5,7,4,40,520,Intermediate,Beginner
569,4,6,8,80,178,Advanced,Advanced
570,3,6,9,90,157,Advanced,Advanced
571,2,3,3,30,309,Advanced,Intermediate
572,2,8,5,50,384,Beginner,Beginner
573,3,7,4,40,514,Intermediate,Beginner
574,3,7,10,100,245,Intermediate,Advanced
575,5,6,6,60,230,Beginner,Beginner
576,5,5,10,100,143,Beginner,Intermediate
577,2,10,4,40,387,Intermediate,Beginner
578,4,8,8,80,233,Beginner,Intermediate
579,2,5,3,30,320,Advanced,Intermediate
580,4,9,5,50,367,Advanced,Advanced
581,4,9,1,10,544,Beginner,Beginner
582,5,1,6,60,229,Beginner,Beginner
583,1,6,5,50,436,Advanced,Advanced
584,1,7,8,80,262,Beginner,Intermediate
585,3,3,9,90,253,Advanced,Advanced
586,5,7,8,80,185,Intermediate,Intermediate
587,4,7,8,80,241,Advanced,Advanced
588,1,2,3,30,578,Intermediate,Beginner
589,4,7,4,40,568,Beginner,Beginner
590,1,1,4,40,508,Beginner,Beginner
591,1,5,5,50,378,Intermediate,Intermediate
592,1,9,9,90,135,Advanced,Advanced
593,5,7,9,90,160,Beginner,Intermediate
594,2,7,10,100,120,Intermediate,Advanced
595,4,2,1,10,567,Beginner,Beginner
596,5,8,8,80,238,Advanced,Advanced
597,5,3,1,10,477,Advanced,Intermediate
598,5,8,2,20,319,Beginner,Beginner
599,5,3,7,70,413,Beginner,Beginner
600,5,10,8,80,155,Beginner,Intermediate
601,3,7,1,10,407,Intermediate,Beginner
602,4,2,3,30,488,Intermediate,Beginner
603,5,4,7,70,397,Beginner,Beginner
604,4,6,9,90,215,Advanced,Advanced
605,3,9,8,80,178,Intermediate,Intermediate
606,3,5,8,80,139,Intermediate,Intermediate
607,4,9,9,90,245,Beginner,Intermediate
608,1,5,10,100,216,Beginner,Intermediate
609,2,10,3,30,442,Intermediate,Beginner
610,1,8,8,80,181,Intermediate,Intermediate
611,1,1,1,10,541,Intermediate,Beginner
