question_id,subject_id,difficulty,question,option1,option2,option3,option4,correct_option,explanation,topic,marks
OOP_013,1,Beginner,[Beginner Q-013] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Diamond Problem,The Dangling Pointer Problem,The Memory Leak Paradox,The Stack Overflow Exception,option1,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_014,1,Beginner,[Beginner Q-014] Which binding method resolves a call to an overridden function at runtime?,Dynamic Binding,Static Binding,Linker optimization,Compile-time Resolution,option1,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_015,1,Beginner,[Beginner Q-015] How does an interface differ fundamentally from a standard abstract class?,Interfaces are faster to execute.,Interfaces do not support polymorphic assignments.,A class can implement multiple interfaces but usually extends only one abstract class.,Interfaces can hold non-static instance fields.,option3,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_016,1,Beginner,[Beginner Q-016] What is the primary purpose of a constructor in OOP?,To destroy an object instance.,To compute memory allocation bytes.,To copy the class to another package.,To initialize an object's state when created.,option4,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_017,1,Beginner,[Beginner Q-017] Which keyword restricts visibility strictly to the defining class itself?,default,private,protected,public,option2,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_018,1,Beginner,[Beginner Q-018] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Dangling Pointer Problem,The Memory Leak Paradox,The Diamond Problem,The Stack Overflow Exception,option3,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_019,1,Beginner,[Beginner Q-019] Which binding method resolves a call to an overridden function at runtime?,Compile-time Resolution,Static Binding,Dynamic Binding,Linker optimization,option3,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_020,1,Beginner,[Beginner Q-020] How does an interface differ fundamentally from a standard abstract class?,Interfaces can hold non-static instance fields.,Interfaces do not support polymorphic assignments.,Interfaces are faster to execute.,A class can implement multiple interfaces but usually extends only one abstract class.,option4,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_021,1,Beginner,[Beginner Q-021] What is the primary purpose of a constructor in OOP?,To compute memory allocation bytes.,To copy the class to another package.,To destroy an object instance.,To initialize an object's state when created.,option4,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_022,1,Beginner,[Beginner Q-022] Which keyword restricts visibility strictly to the defining class itself?,protected,default,public,private,option4,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_023,1,Beginner,[Beginner Q-023] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Memory Leak Paradox,The Stack Overflow Exception,The Diamond Problem,The Dangling Pointer Problem,option3,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_024,1,Beginner,[Beginner Q-024] Which binding method resolves a call to an overridden function at runtime?,Linker optimization,Static Binding,Dynamic Binding,Compile-time Resolution,option3,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_025,1,Beginner,[Beginner Q-025] How does an interface differ fundamentally from a standard abstract class?,Interfaces do not support polymorphic assignments.,Interfaces can hold non-static instance fields.,A class can implement multiple interfaces but usually extends only one abstract class.,Interfaces are faster to execute.,option3,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_026,1,Beginner,[Beginner Q-026] What is the primary purpose of a constructor in OOP?,To destroy an object instance.,To copy the class to another package.,To initialize an object's state when created.,To compute memory allocation bytes.,option3,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_027,1,Beginner,[Beginner Q-027] Which keyword restricts visibility strictly to the defining class itself?,default,protected,public,private,option4,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_028,1,Beginner,[Beginner Q-028] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Dangling Pointer Problem,The Stack Overflow Exception,The Diamond Problem,The Memory Leak Paradox,option3,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_029,1,Beginner,[Beginner Q-029] Which binding method resolves a call to an overridden function at runtime?,Static Binding,Dynamic Binding,Linker optimization,Compile-time Resolution,option2,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_030,1,Beginner,[Beginner Q-030] How does an interface differ fundamentally from a standard abstract class?,Interfaces do not support polymorphic assignments.,Interfaces are faster to execute.,A class can implement multiple interfaces but usually extends only one abstract class.,Interfaces can hold non-static instance fields.,option3,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_031,1,Beginner,[Beginner Q-031] What is the primary purpose of a constructor in OOP?,To destroy an object instance.,To initialize an object's state when created.,To copy the class to another package.,To compute memory allocation bytes.,option2,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_032,1,Beginner,[Beginner Q-032] Which keyword restricts visibility strictly to the defining class itself?,public,protected,private,default,option3,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_033,1,Beginner,[Beginner Q-033] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Diamond Problem,The Memory Leak Paradox,The Dangling Pointer Problem,The Stack Overflow Exception,option1,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_034,1,Beginner,[Beginner Q-034] Which binding method resolves a call to an overridden function at runtime?,Dynamic Binding,Static Binding,Compile-time Resolution,Linker optimization,option1,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_035,1,Beginner,[Beginner Q-035] How does an interface differ fundamentally from a standard abstract class?,Interfaces do not support polymorphic assignments.,A class can implement multiple interfaces but usually extends only one abstract class.,Interfaces can hold non-static instance fields.,Interfaces are faster to execute.,option2,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_036,1,Beginner,[Beginner Q-036] What is the primary purpose of a constructor in OOP?,To destroy an object instance.,To initialize an object's state when created.,To compute memory allocation bytes.,To copy the class to another package.,option2,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_037,1,Beginner,[Beginner Q-037] Which keyword restricts visibility strictly to the defining class itself?,public,private,default,protected,option2,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_038,1,Beginner,[Beginner Q-038] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Dangling Pointer Problem,The Memory Leak Paradox,The Stack Overflow Exception,The Diamond Problem,option4,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_039,1,Beginner,[Beginner Q-039] Which binding method resolves a call to an overridden function at runtime?,Dynamic Binding,Compile-time Resolution,Linker optimization,Static Binding,option1,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_040,1,Beginner,[Beginner Q-040] How does an interface differ fundamentally from a standard abstract class?,A class can implement multiple interfaces but usually extends only one abstract class.,Interfaces can hold non-static instance fields.,Interfaces are faster to execute.,Interfaces do not support polymorphic assignments.,option1,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_041,1,Beginner,[Beginner Q-041] What is the primary purpose of a constructor in OOP?,To destroy an object instance.,To compute memory allocation bytes.,To copy the class to another package.,To initialize an object's state when created.,option4,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_042,1,Beginner,[Beginner Q-042] Which keyword restricts visibility strictly to the defining class itself?,private,protected,public,default,option1,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_043,1,Beginner,[Beginner Q-043] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Memory Leak Paradox,The Stack Overflow Exception,The Diamond Problem,The Dangling Pointer Problem,option3,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_044,1,Beginner,[Beginner Q-044] Which binding method resolves a call to an overridden function at runtime?,Dynamic Binding,Compile-time Resolution,Linker optimization,Static Binding,option1,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_045,1,Beginner,[Beginner Q-045] How does an interface differ fundamentally from a standard abstract class?,A class can implement multiple interfaces but usually extends only one abstract class.,Interfaces are faster to execute.,Interfaces do not support polymorphic assignments.,Interfaces can hold non-static instance fields.,option1,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_046,1,Beginner,[Beginner Q-046] What is the primary purpose of a constructor in OOP?,To initialize an object's state when created.,To destroy an object instance.,To compute memory allocation bytes.,To copy the class to another package.,option1,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_047,1,Beginner,[Beginner Q-047] Which keyword restricts visibility strictly to the defining class itself?,protected,private,public,default,option2,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_048,1,Beginner,[Beginner Q-048] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Dangling Pointer Problem,The Stack Overflow Exception,The Diamond Problem,The Memory Leak Paradox,option3,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_049,1,Beginner,[Beginner Q-049] Which binding method resolves a call to an overridden function at runtime?,Linker optimization,Dynamic Binding,Compile-time Resolution,Static Binding,option2,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_050,1,Beginner,[Beginner Q-050] How does an interface differ fundamentally from a standard abstract class?,Interfaces can hold non-static instance fields.,A class can implement multiple interfaces but usually extends only one abstract class.,Interfaces do not support polymorphic assignments.,Interfaces are faster to execute.,option2,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_051,1,Beginner,[Beginner Q-051] What is the primary purpose of a constructor in OOP?,To compute memory allocation bytes.,To initialize an object's state when created.,To copy the class to another package.,To destroy an object instance.,option2,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_052,1,Beginner,[Beginner Q-052] Which keyword restricts visibility strictly to the defining class itself?,default,public,protected,private,option4,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_053,1,Beginner,[Beginner Q-053] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Dangling Pointer Problem,The Stack Overflow Exception,The Memory Leak Paradox,The Diamond Problem,option4,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_054,1,Beginner,[Beginner Q-054] Which binding method resolves a call to an overridden function at runtime?,Static Binding,Dynamic Binding,Linker optimization,Compile-time Resolution,option2,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_055,1,Beginner,[Beginner Q-055] How does an interface differ fundamentally from a standard abstract class?,Interfaces do not support polymorphic assignments.,Interfaces can hold non-static instance fields.,Interfaces are faster to execute.,A class can implement multiple interfaces but usually extends only one abstract class.,option4,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_056,1,Beginner,[Beginner Q-056] What is the primary purpose of a constructor in OOP?,To initialize an object's state when created.,To compute memory allocation bytes.,To destroy an object instance.,To copy the class to another package.,option1,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_057,1,Beginner,[Beginner Q-057] Which keyword restricts visibility strictly to the defining class itself?,protected,private,public,default,option2,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_058,1,Beginner,[Beginner Q-058] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Diamond Problem,The Stack Overflow Exception,The Dangling Pointer Problem,The Memory Leak Paradox,option1,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_059,1,Beginner,[Beginner Q-059] Which binding method resolves a call to an overridden function at runtime?,Dynamic Binding,Linker optimization,Static Binding,Compile-time Resolution,option1,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_060,1,Beginner,[Beginner Q-060] How does an interface differ fundamentally from a standard abstract class?,A class can implement multiple interfaces but usually extends only one abstract class.,Interfaces do not support polymorphic assignments.,Interfaces can hold non-static instance fields.,Interfaces are faster to execute.,option1,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_061,1,Beginner,[Beginner Q-061] What is the primary purpose of a constructor in OOP?,To copy the class to another package.,To compute memory allocation bytes.,To initialize an object's state when created.,To destroy an object instance.,option3,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_062,1,Beginner,[Beginner Q-062] Which keyword restricts visibility strictly to the defining class itself?,protected,public,private,default,option3,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_063,1,Beginner,[Beginner Q-063] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Diamond Problem,The Stack Overflow Exception,The Memory Leak Paradox,The Dangling Pointer Problem,option1,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_064,1,Beginner,[Beginner Q-064] Which binding method resolves a call to an overridden function at runtime?,Dynamic Binding,Static Binding,Compile-time Resolution,Linker optimization,option1,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_065,1,Beginner,[Beginner Q-065] How does an interface differ fundamentally from a standard abstract class?,Interfaces are faster to execute.,Interfaces can hold non-static instance fields.,Interfaces do not support polymorphic assignments.,A class can implement multiple interfaces but usually extends only one abstract class.,option4,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_066,1,Beginner,[Beginner Q-066] What is the primary purpose of a constructor in OOP?,To compute memory allocation bytes.,To copy the class to another package.,To initialize an object's state when created.,To destroy an object instance.,option3,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_067,1,Beginner,[Beginner Q-067] Which keyword restricts visibility strictly to the defining class itself?,protected,default,public,private,option4,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_068,1,Beginner,[Beginner Q-068] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Dangling Pointer Problem,The Stack Overflow Exception,The Memory Leak Paradox,The Diamond Problem,option4,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_069,1,Beginner,[Beginner Q-069] Which binding method resolves a call to an overridden function at runtime?,Compile-time Resolution,Static Binding,Dynamic Binding,Linker optimization,option3,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_070,1,Beginner,[Beginner Q-070] How does an interface differ fundamentally from a standard abstract class?,Interfaces can hold non-static instance fields.,A class can implement multiple interfaces but usually extends only one abstract class.,Interfaces do not support polymorphic assignments.,Interfaces are faster to execute.,option2,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_071,1,Beginner,[Beginner Q-071] What is the primary purpose of a constructor in OOP?,To compute memory allocation bytes.,To copy the class to another package.,To initialize an object's state when created.,To destroy an object instance.,option3,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_072,1,Beginner,[Beginner Q-072] Which keyword restricts visibility strictly to the defining class itself?,public,protected,default,private,option4,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_073,1,Beginner,[Beginner Q-073] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Dangling Pointer Problem,The Diamond Problem,The Stack Overflow Exception,The Memory Leak Paradox,option2,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_074,1,Beginner,[Beginner Q-074] Which binding method resolves a call to an overridden function at runtime?,Dynamic Binding,Compile-time Resolution,Linker optimization,Static Binding,option1,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_075,1,Beginner,[Beginner Q-075] How does an interface differ fundamentally from a standard abstract class?,Interfaces can hold non-static instance fields.,A class can implement multiple interfaces but usually extends only one abstract class.,Interfaces are faster to execute.,Interfaces do not support polymorphic assignments.,option2,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_076,1,Beginner,[Beginner Q-076] What is the primary purpose of a constructor in OOP?,To compute memory allocation bytes.,To copy the class to another package.,To initialize an object's state when created.,To destroy an object instance.,option3,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_077,1,Beginner,[Beginner Q-077] Which keyword restricts visibility strictly to the defining class itself?,private,default,public,protected,option1,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_078,1,Beginner,[Beginner Q-078] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Stack Overflow Exception,The Memory Leak Paradox,The Dangling Pointer Problem,The Diamond Problem,option4,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_079,1,Beginner,[Beginner Q-079] Which binding method resolves a call to an overridden function at runtime?,Linker optimization,Static Binding,Dynamic Binding,Compile-time Resolution,option3,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_080,1,Beginner,[Beginner Q-080] How does an interface differ fundamentally from a standard abstract class?,A class can implement multiple interfaces but usually extends only one abstract class.,Interfaces can hold non-static instance fields.,Interfaces are faster to execute.,Interfaces do not support polymorphic assignments.,option1,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_081,1,Intermediate,[Intermediate Q-081] What is the primary purpose of a constructor in OOP?,To destroy an object instance.,To initialize an object's state when created.,To compute memory allocation bytes.,To copy the class to another package.,option2,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_082,1,Intermediate,[Intermediate Q-082] Which keyword restricts visibility strictly to the defining class itself?,default,public,private,protected,option3,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_083,1,Intermediate,[Intermediate Q-083] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Memory Leak Paradox,The Diamond Problem,The Stack Overflow Exception,The Dangling Pointer Problem,option2,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_084,1,Intermediate,[Intermediate Q-084] Which binding method resolves a call to an overridden function at runtime?,Linker optimization,Dynamic Binding,Static Binding,Compile-time Resolution,option2,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_085,1,Intermediate,[Intermediate Q-085] How does an interface differ fundamentally from a standard abstract class?,Interfaces do not support polymorphic assignments.,Interfaces are faster to execute.,A class can implement multiple interfaces but usually extends only one abstract class.,Interfaces can hold non-static instance fields.,option3,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_086,1,Intermediate,[Intermediate Q-086] What is the primary purpose of a constructor in OOP?,To destroy an object instance.,To initialize an object's state when created.,To copy the class to another package.,To compute memory allocation bytes.,option2,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_087,1,Intermediate,[Intermediate Q-087] Which keyword restricts visibility strictly to the defining class itself?,default,protected,private,public,option3,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_088,1,Intermediate,[Intermediate Q-088] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Diamond Problem,The Memory Leak Paradox,The Dangling Pointer Problem,The Stack Overflow Exception,option1,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_089,1,Intermediate,[Intermediate Q-089] Which binding method resolves a call to an overridden function at runtime?,Static Binding,Compile-time Resolution,Linker optimization,Dynamic Binding,option4,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_090,1,Intermediate,[Intermediate Q-090] How does an interface differ fundamentally from a standard abstract class?,Interfaces are faster to execute.,Interfaces can hold non-static instance fields.,Interfaces do not support polymorphic assignments.,A class can implement multiple interfaces but usually extends only one abstract class.,option4,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_091,1,Intermediate,[Intermediate Q-091] What is the primary purpose of a constructor in OOP?,To destroy an object instance.,To copy the class to another package.,To compute memory allocation bytes.,To initialize an object's state when created.,option4,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_092,1,Intermediate,[Intermediate Q-092] Which keyword restricts visibility strictly to the defining class itself?,public,protected,default,private,option4,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
OOP_093,1,Intermediate,[Intermediate Q-093] What structural problem arises when a subclass inherits from two parent classes with a common ancestor?,The Diamond Problem,The Dangling Pointer Problem,The Memory Leak Paradox,The Stack Overflow Exception,option1,Verified evaluation concept for Inheritance - Diamond Problem confirming 'The Diamond Problem' as correct.,Inheritance,1
OOP_094,1,Intermediate,[Intermediate Q-094] Which binding method resolves a call to an overridden function at runtime?,Dynamic Binding,Linker optimization,Compile-time Resolution,Static Binding,option1,Verified evaluation concept for Polymorphism - Method Overriding confirming 'Dynamic Binding' as correct.,Polymorphism,1
OOP_095,1,Intermediate,[Intermediate Q-095] How does an interface differ fundamentally from a standard abstract class?,Interfaces do not support polymorphic assignments.,Interfaces can hold non-static instance fields.,Interfaces are faster to execute.,A class can implement multiple interfaces but usually extends only one abstract class.,option4,Verified evaluation concept for Abstraction - Interfaces confirming 'A class can implement multiple interfaces but usually extends only one abstract class.' as correct.,Abstraction,1
OOP_096,1,Intermediate,[Intermediate Q-096] What is the primary purpose of a constructor in OOP?,To initialize an object's state when created.,To destroy an object instance.,To compute memory allocation bytes.,To copy the class to another package.,option1,Verified evaluation concept for Classes and Objects - Constructors confirming 'To initialize an object's state when created.' as correct.,Classes and Objects,1
OOP_097,1,Intermediate,[Intermediate Q-097] Which keyword restricts visibility strictly to the defining class itself?,default,public,protected,private,option4,Verified evaluation concept for Encapsulation - Access Modifiers confirming 'private' as correct.,Encapsulation,1
