question_id,subject_id,difficulty,question,option1,option2,option3,option4,correct_option,explanation,topic,marks
DBMS_011,3,Beginner,[Beginner Q-011] Which rule specifies that a foreign key must match an existing primary key or be null?,Domain Constraint,User-Defined Trigger,Referential Integrity,Entity Integrity,option3,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_012,3,Beginner,[Beginner Q-012] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Multivalued lists,Composite structures,Nested records,Atomic values,option4,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_013,3,Beginner,"[Beginner Q-013] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Multi-valued relations,Transitive Dependencies,Join Dependencies,Partial Functional Dependencies,option4,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_014,3,Beginner,[Beginner Q-014] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,HAVING,WHERE,ORDER BY,SELECT,option1,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_015,3,Beginner,[Beginner Q-015] Which ACID property guarantees that a transaction is executed completely or not at all?,Consistency,Durability,Atomicity,Isolation,option3,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_016,3,Beginner,[Beginner Q-016] Which rule specifies that a foreign key must match an existing primary key or be null?,Domain Constraint,User-Defined Trigger,Referential Integrity,Entity Integrity,option3,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_017,3,Beginner,[Beginner Q-017] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Composite structures,Multivalued lists,Nested records,Atomic values,option4,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_018,3,Beginner,"[Beginner Q-018] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Multi-valued relations,Transitive Dependencies,Join Dependencies,Partial Functional Dependencies,option4,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_019,3,Beginner,[Beginner Q-019] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,ORDER BY,WHERE,HAVING,SELECT,option3,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_020,3,Beginner,[Beginner Q-020] Which ACID property guarantees that a transaction is executed completely or not at all?,Atomicity,Durability,Isolation,Consistency,option1,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_021,3,Beginner,[Beginner Q-021] Which rule specifies that a foreign key must match an existing primary key or be null?,Entity Integrity,User-Defined Trigger,Referential Integrity,Domain Constraint,option3,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_022,3,Beginner,[Beginner Q-022] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Multivalued lists,Nested records,Atomic values,Composite structures,option3,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_023,3,Beginner,"[Beginner Q-023] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Join Dependencies,Partial Functional Dependencies,Multi-valued relations,Transitive Dependencies,option2,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_024,3,Beginner,[Beginner Q-024] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,WHERE,SELECT,HAVING,ORDER BY,option3,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_025,3,Beginner,[Beginner Q-025] Which ACID property guarantees that a transaction is executed completely or not at all?,Consistency,Isolation,Atomicity,Durability,option3,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_026,3,Beginner,[Beginner Q-026] Which rule specifies that a foreign key must match an existing primary key or be null?,Entity Integrity,User-Defined Trigger,Domain Constraint,Referential Integrity,option4,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_027,3,Beginner,[Beginner Q-027] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Atomic values,Nested records,Composite structures,Multivalued lists,option1,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_028,3,Beginner,"[Beginner Q-028] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Partial Functional Dependencies,Transitive Dependencies,Multi-valued relations,Join Dependencies,option1,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_029,3,Beginner,[Beginner Q-029] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,HAVING,ORDER BY,SELECT,WHERE,option1,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_030,3,Beginner,[Beginner Q-030] Which ACID property guarantees that a transaction is executed completely or not at all?,Isolation,Atomicity,Durability,Consistency,option2,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_031,3,Beginner,[Beginner Q-031] Which rule specifies that a foreign key must match an existing primary key or be null?,Entity Integrity,Referential Integrity,Domain Constraint,User-Defined Trigger,option2,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_032,3,Beginner,[Beginner Q-032] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Multivalued lists,Atomic values,Nested records,Composite structures,option2,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_033,3,Beginner,"[Beginner Q-033] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Multi-valued relations,Partial Functional Dependencies,Transitive Dependencies,Join Dependencies,option2,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_034,3,Beginner,[Beginner Q-034] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,WHERE,SELECT,HAVING,ORDER BY,option3,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_035,3,Beginner,[Beginner Q-035] Which ACID property guarantees that a transaction is executed completely or not at all?,Consistency,Atomicity,Durability,Isolation,option2,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_036,3,Beginner,[Beginner Q-036] Which rule specifies that a foreign key must match an existing primary key or be null?,User-Defined Trigger,Referential Integrity,Entity Integrity,Domain Constraint,option2,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_037,3,Beginner,[Beginner Q-037] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Atomic values,Multivalued lists,Nested records,Composite structures,option1,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_038,3,Beginner,"[Beginner Q-038] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Multi-valued relations,Partial Functional Dependencies,Join Dependencies,Transitive Dependencies,option2,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_039,3,Beginner,[Beginner Q-039] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,HAVING,ORDER BY,SELECT,WHERE,option1,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_040,3,Beginner,[Beginner Q-040] Which ACID property guarantees that a transaction is executed completely or not at all?,Isolation,Atomicity,Durability,Consistency,option2,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_041,3,Beginner,[Beginner Q-041] Which rule specifies that a foreign key must match an existing primary key or be null?,Referential Integrity,Entity Integrity,User-Defined Trigger,Domain Constraint,option1,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_042,3,Beginner,[Beginner Q-042] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Atomic values,Multivalued lists,Nested records,Composite structures,option1,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_043,3,Beginner,"[Beginner Q-043] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Transitive Dependencies,Join Dependencies,Partial Functional Dependencies,Multi-valued relations,option3,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_044,3,Beginner,[Beginner Q-044] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,SELECT,ORDER BY,HAVING,WHERE,option3,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_045,3,Beginner,[Beginner Q-045] Which ACID property guarantees that a transaction is executed completely or not at all?,Durability,Isolation,Consistency,Atomicity,option4,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_046,3,Beginner,[Beginner Q-046] Which rule specifies that a foreign key must match an existing primary key or be null?,Entity Integrity,User-Defined Trigger,Referential Integrity,Domain Constraint,option3,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_047,3,Beginner,[Beginner Q-047] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Multivalued lists,Composite structures,Nested records,Atomic values,option4,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_048,3,Beginner,"[Beginner Q-048] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Partial Functional Dependencies,Transitive Dependencies,Multi-valued relations,Join Dependencies,option1,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_049,3,Beginner,[Beginner Q-049] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,ORDER BY,HAVING,WHERE,SELECT,option2,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_050,3,Beginner,[Beginner Q-050] Which ACID property guarantees that a transaction is executed completely or not at all?,Consistency,Isolation,Durability,Atomicity,option4,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_051,3,Beginner,[Beginner Q-051] Which rule specifies that a foreign key must match an existing primary key or be null?,Domain Constraint,User-Defined Trigger,Referential Integrity,Entity Integrity,option3,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_052,3,Beginner,[Beginner Q-052] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Composite structures,Nested records,Atomic values,Multivalued lists,option3,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_053,3,Beginner,"[Beginner Q-053] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Join Dependencies,Multi-valued relations,Transitive Dependencies,Partial Functional Dependencies,option4,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_054,3,Beginner,[Beginner Q-054] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,WHERE,SELECT,ORDER BY,HAVING,option4,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_055,3,Beginner,[Beginner Q-055] Which ACID property guarantees that a transaction is executed completely or not at all?,Atomicity,Isolation,Consistency,Durability,option1,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_056,3,Beginner,[Beginner Q-056] Which rule specifies that a foreign key must match an existing primary key or be null?,Referential Integrity,User-Defined Trigger,Domain Constraint,Entity Integrity,option1,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_057,3,Beginner,[Beginner Q-057] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Composite structures,Multivalued lists,Atomic values,Nested records,option3,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_058,3,Beginner,"[Beginner Q-058] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Multi-valued relations,Transitive Dependencies,Partial Functional Dependencies,Join Dependencies,option3,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_059,3,Beginner,[Beginner Q-059] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,HAVING,ORDER BY,WHERE,SELECT,option1,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_060,3,Beginner,[Beginner Q-060] Which ACID property guarantees that a transaction is executed completely or not at all?,Atomicity,Isolation,Consistency,Durability,option1,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_061,3,Beginner,[Beginner Q-061] Which rule specifies that a foreign key must match an existing primary key or be null?,Referential Integrity,Domain Constraint,User-Defined Trigger,Entity Integrity,option1,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_062,3,Beginner,[Beginner Q-062] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Nested records,Multivalued lists,Composite structures,Atomic values,option4,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_063,3,Beginner,"[Beginner Q-063] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Partial Functional Dependencies,Multi-valued relations,Join Dependencies,Transitive Dependencies,option1,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_064,3,Beginner,[Beginner Q-064] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,ORDER BY,WHERE,SELECT,HAVING,option4,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_065,3,Beginner,[Beginner Q-065] Which ACID property guarantees that a transaction is executed completely or not at all?,Isolation,Atomicity,Consistency,Durability,option2,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_066,3,Beginner,[Beginner Q-066] Which rule specifies that a foreign key must match an existing primary key or be null?,Domain Constraint,Referential Integrity,Entity Integrity,User-Defined Trigger,option2,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_067,3,Beginner,[Beginner Q-067] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Nested records,Multivalued lists,Atomic values,Composite structures,option3,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_068,3,Beginner,"[Beginner Q-068] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Multi-valued relations,Join Dependencies,Partial Functional Dependencies,Transitive Dependencies,option3,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_069,3,Beginner,[Beginner Q-069] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,WHERE,HAVING,ORDER BY,SELECT,option2,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_070,3,Beginner,[Beginner Q-070] Which ACID property guarantees that a transaction is executed completely or not at all?,Consistency,Durability,Isolation,Atomicity,option4,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_071,3,Beginner,[Beginner Q-071] Which rule specifies that a foreign key must match an existing primary key or be null?,Domain Constraint,User-Defined Trigger,Referential Integrity,Entity Integrity,option3,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_072,3,Beginner,[Beginner Q-072] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Nested records,Atomic values,Composite structures,Multivalued lists,option2,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_073,3,Beginner,"[Beginner Q-073] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Join Dependencies,Partial Functional Dependencies,Multi-valued relations,Transitive Dependencies,option2,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_074,3,Beginner,[Beginner Q-074] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,SELECT,HAVING,ORDER BY,WHERE,option2,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_075,3,Beginner,[Beginner Q-075] Which ACID property guarantees that a transaction is executed completely or not at all?,Consistency,Isolation,Durability,Atomicity,option4,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_076,3,Beginner,[Beginner Q-076] Which rule specifies that a foreign key must match an existing primary key or be null?,Entity Integrity,Referential Integrity,User-Defined Trigger,Domain Constraint,option2,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_077,3,Beginner,[Beginner Q-077] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Nested records,Composite structures,Multivalued lists,Atomic values,option4,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_078,3,Beginner,"[Beginner Q-078] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Partial Functional Dependencies,Multi-valued relations,Transitive Dependencies,Join Dependencies,option1,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_079,3,Beginner,[Beginner Q-079] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,ORDER BY,HAVING,SELECT,WHERE,option2,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_080,3,Beginner,[Beginner Q-080] Which ACID property guarantees that a transaction is executed completely or not at all?,Atomicity,Durability,Consistency,Isolation,option1,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_081,3,Intermediate,[Intermediate Q-081] Which rule specifies that a foreign key must match an existing primary key or be null?,Entity Integrity,User-Defined Trigger,Referential Integrity,Domain Constraint,option3,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_082,3,Intermediate,[Intermediate Q-082] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Composite structures,Atomic values,Multivalued lists,Nested records,option2,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_083,3,Intermediate,"[Intermediate Q-083] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Transitive Dependencies,Partial Functional Dependencies,Multi-valued relations,Join Dependencies,option2,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_084,3,Intermediate,[Intermediate Q-084] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,SELECT,WHERE,HAVING,ORDER BY,option3,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_085,3,Intermediate,[Intermediate Q-085] Which ACID property guarantees that a transaction is executed completely or not at all?,Durability,Atomicity,Consistency,Isolation,option2,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_086,3,Intermediate,[Intermediate Q-086] Which rule specifies that a foreign key must match an existing primary key or be null?,Entity Integrity,Referential Integrity,Domain Constraint,User-Defined Trigger,option2,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_087,3,Intermediate,[Intermediate Q-087] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Multivalued lists,Nested records,Atomic values,Composite structures,option3,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_088,3,Intermediate,"[Intermediate Q-088] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Multi-valued relations,Join Dependencies,Partial Functional Dependencies,Transitive Dependencies,option3,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_089,3,Intermediate,[Intermediate Q-089] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,HAVING,SELECT,ORDER BY,WHERE,option1,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_090,3,Intermediate,[Intermediate Q-090] Which ACID property guarantees that a transaction is executed completely or not at all?,Consistency,Atomicity,Isolation,Durability,option2,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_091,3,Intermediate,[Intermediate Q-091] Which rule specifies that a foreign key must match an existing primary key or be null?,Entity Integrity,Referential Integrity,Domain Constraint,User-Defined Trigger,option2,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_092,3,Intermediate,[Intermediate Q-092] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Multivalued lists,Atomic values,Nested records,Composite structures,option2,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_093,3,Intermediate,"[Intermediate Q-093] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Join Dependencies,Transitive Dependencies,Multi-valued relations,Partial Functional Dependencies,option4,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_094,3,Intermediate,[Intermediate Q-094] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,HAVING,ORDER BY,WHERE,SELECT,option1,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_095,3,Intermediate,[Intermediate Q-095] Which ACID property guarantees that a transaction is executed completely or not at all?,Isolation,Durability,Atomicity,Consistency,option3,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_096,3,Intermediate,[Intermediate Q-096] Which rule specifies that a foreign key must match an existing primary key or be null?,Domain Constraint,Entity Integrity,Referential Integrity,User-Defined Trigger,option3,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_097,3,Intermediate,[Intermediate Q-097] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Composite structures,Atomic values,Multivalued lists,Nested records,option2,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_098,3,Intermediate,"[Intermediate Q-098] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Join Dependencies,Transitive Dependencies,Partial Functional Dependencies,Multi-valued relations,option3,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_099,3,Intermediate,[Intermediate Q-099] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,HAVING,SELECT,WHERE,ORDER BY,option1,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_100,3,Intermediate,[Intermediate Q-100] Which ACID property guarantees that a transaction is executed completely or not at all?,Durability,Isolation,Consistency,Atomicity,option4,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
DBMS_101,3,Intermediate,[Intermediate Q-101] Which rule specifies that a foreign key must match an existing primary key or be null?,Referential Integrity,Domain Constraint,Entity Integrity,User-Defined Trigger,option1,Verified evaluation concept for Relational Model - Foreign Keys confirming 'Referential Integrity' as correct.,Relational Model,1
DBMS_102,3,Intermediate,[Intermediate Q-102] What type of attribute values are mandatory for a relation to satisfy First Normal Form (1NF)?,Multivalued lists,Composite structures,Atomic values,Nested records,option3,Verified evaluation concept for Normalization - 1NF confirming 'Atomic values' as correct.,Normalization,1
DBMS_103,3,Intermediate,"[Intermediate Q-103] To satisfy Second Normal Form (2NF), a table must be in 1NF and eliminate which pattern?",Join Dependencies,Multi-valued relations,Transitive Dependencies,Partial Functional Dependencies,option4,Verified evaluation concept for Normalization - 2NF confirming 'Partial Functional Dependencies' as correct.,Normalization,1
DBMS_104,3,Intermediate,[Intermediate Q-104] Which SQL clause is strictly utilized alongside aggregate functions to filter output groups?,SELECT,WHERE,HAVING,ORDER BY,option3,Verified evaluation concept for SQL - Filtering Groups confirming 'HAVING' as correct.,SQL,1
DBMS_105,3,Intermediate,[Intermediate Q-105] Which ACID property guarantees that a transaction is executed completely or not at all?,Consistency,Isolation,Atomicity,Durability,option3,Verified evaluation concept for Transaction Management - ACID confirming 'Atomicity' as correct.,Transaction Management,1
